8,9.5,9.5,12,20.5,17,18.5,18.5,16,14,15,14.5,17.5,17.5,17.5,17,15,17,17,14.5,14.5,14.5,13,13
3,3,5.5,9,12.5,16,18.5,18.5,16,13,15,15.5,15,15,17,17,17,13.5,12,12,12,12.5,11,10.5
1,1,2.5,7.5,10,13.5,20,17.5,17.5,13.5,13,15,16.5,13,14,14,19,18,19.5,19.5,19,18.5,18.5,17
0.5,2.5,2.5,14.5,11,14.5,16,14,8,8,8,8,6.5,12.5,14.5,18,23,26,26,28.5,26,21.5,17.5,14
1,4,15.5,15.5,16.5,13,12.5,13,6,2,2,4,4,10.5,20,25.5,29,30,29,21,13.5,10.5,10.5,9
2.5,4,4,16.5,16.5,18,12,12,8,1.5,1,3.5,11.5,23.5,30.5,30,30,27,21.5,11,5,2,1.5,2
2,5,3.5,7,24,18.5,11,12.5,5,7,7,15,19,22.5,29,30.5,24.5,15,8,3,0.5,0,0.5,1.5
4.5,4.5,6.5,7,14.5,23.5,25,19.5,17,23.5,31.5,30,22,21.5,24,21,15,15.5,5,5,2,1,1.5,1.5
9.5,14.5,18.5,19,22,26,33.5,34.5,41,34,34,29,31,28.5,13.5,8,8,5.5,5,2.5,3,4,5,6
20.5,21.5,25,29.5,33.5,31,28.5,34.5,41,36,34.5,33.5,44,32,11,7.5,6.5,4.5,5,6.5,8,10.5,13,15
35,35.5,38,38,37.5,35.5,35,34,29,27,29,35,49.5,41.5,25.5,19.5,21,15.5,11.5,9.5,15,22,22,23.5
42.5,42.5,41.5,41,45,44.5,40,35,31,28,28,30.5,39.5,47,44.5,42,43,41.5,31,24.5,20,24.5,28,28.5
37,39.5,44,41.5,39.5,46.5,47,42.5,35.5,36,33.5,32.5,38.5,40,39,48,47.5,35,34,33,34,30.5,28.5,21
23.5,26.5,26.5,28,29,32,31,30.5,31.5,33,33.5,34.5,35,32.5,31.5,40,33,30.5,38.5,40,33.5,24.5,17,16
6.5,9.5,14,14.5,12,11.5,11,12,13.5,14,17.5,18,19.5,19.5,32,30,27.5,30.5,31.5,32.5,24.5,22,17,10
2.5,3,4,6,5,3.5,6,5,4,4,4,5,5,6,16,21.5,24.5,28.5,28,23.5,21,16.5,12,7.5
1,0.5,1,1,1,2,4,4,2.5,2,1.5,3.5,3,1.5,8,16.5,21,26.5,22.5,17,12.5,6.5,6,5
0.5,0,0,0,0.5,0.5,1,1,1.5,2,1.5,2,3,0.5,2.5,6.5,10,15,15.5,11,7,5,3,1.5
0,0,0,0,0,0,0,0,1,2,2,1.5,1.5,1.5,1,3.5,7,6.5,8,7,5,4,3.5,2.5
0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0.5,1,5,5.5,3.5,3.5,2,2.5,3.5,3.5,4.5
0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,2.5,3.5,9,6,4,4,5,7
0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2,3.5,2,4,5,4,6
0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.5,2,2.5,4,7.5
1.5,0.5,0.5,0.5,1.5,2,0.5,0,0,0,0,0,0,0,0,0,0,1,3,4.5,5,2.5,4,9
