276,292,292,286,284,290,296,296,296,300,298,302,302,302,304,302,302,298,298,292,290,288,290,290
280,280,286,282,284,284,284,284,286,288,292,294,296,296,294,296,296,292,284,284,284,280,282,284
282,282,278,282,280,280,278,278,278,280,284,282,282,284,284,284,284,280,278,276,276,280,280,282
272,268,268,270,276,270,276,272,276,272,272,272,274,270,272,272,274,272,272,272,272,272,274,276
272,270,266,266,266,268,270,266,268,266,266,268,268,268,266,266,266,266,264,264,264,266,266,268
268,264,262,260,260,260,264,262,262,262,260,260,260,260,258,260,260,258,256,258,260,260,264,266
260,258,258,258,256,258,260,258,258,254,254,254,254,254,254,254,254,254,256,258,258,260,260,260
254,254,254,258,254,254,252,254,256,252,252,252,252,252,252,252,252,252,256,256,258,258,258,258
256,254,254,256,254,252,256,254,254,254,254,252,252,252,252,252,252,254,256,256,258,256,254,256
252,252,254,256,254,252,254,254,252,252,252,254,252,252,250,250,254,256,256,256,256,256,256,254
250,252,252,252,254,254,254,252,254,254,252,250,252,252,252,252,252,252,254,254,252,252,252,254
248,252,248,250,252,250,252,252,254,254,254,252,250,250,250,250,250,250,250,250,250,252,252,252
250,250,250,250,252,250,250,250,250,252,250,252,250,250,248,248,248,250,250,250,250,252,252,250
254,254,256,252,254,252,250,252,252,252,252,250,248,248,246,250,248,250,250,250,250,250,252,252
256,256,256,258,256,254,254,256,254,254,252,252,252,248,250,248,248,246,248,250,250,252,252,254
256,258,258,258,256,256,256,254,256,254,254,254,254,252,248,248,248,248,250,248,248,250,254,258
256,256,256,258,256,256,256,256,256,256,256,256,254,252,248,250,250,250,250,252,254,254,256,254
256,258,258,258,260,260,258,256,258,258,256,254,254,256,252,252,250,254,252,254,252,256,256,258
260,256,260,262,260,260,260,258,260,262,262,258,258,258,256,254,252,254,254,256,258,256,256,258
262,260,268,266,266,266,264,266,266,264,262,260,262,262,262,254,260,254,254,256,256,258,258,258
268,266,270,270,272,268,270,270,270,264,266,262,264,262,262,262,254,250,256,256,258,258,258,256
276,278,274,272,278,274,276,274,270,268,268,266,266,266,264,264,264,258,256,260,258,262,260,262
284,284,282,280,280,284,282,282,280,278,276,276,268,266,266,266,264,264,262,262,264,264,266,264
288,288,288,288,286,286,290,286,286,284,284,278,274,270,270,268,270,268,262,266,262,268,264,270
