21,22.5,22.5,20,19.5,18,16.5,16.5,17.5,22,23,20,21.5,21.5,21,17,15.5,16,16,16.5,15.5,16.5,17.5,17.5
13.5,13.5,17.5,16,15,15.5,14.5,14.5,15,18,19.5,19.5,17,17,16.5,14.5,14.5,14,14,14,14,11.5,9.5,9.5
9,9,10.5,13.5,16.5,17,17.5,13.5,13.5,13,14.5,13.5,11.5,10.5,12,12,13.5,13.5,13,10.5,9.5,7.5,7.5,7
5,6.5,6.5,10.5,13.5,14,14,10,9,9.5,9.5,8.5,9,9.5,10,9.5,9,10,10,9,6.5,4.5,4,4.5
3.5,6.5,8,8,15,13.5,9.5,7.5,8,7.5,7.5,7.5,7.5,8.5,9,7.5,7,7.5,5.5,3,2.5,2.5,2.5,2.5
3.5,5,7.5,12,12,12.5,9,7.5,8.5,9,7.5,7,10,10,8,7,7,5,3,2.5,2,2,1,0.5
3.5,6,8.5,10.5,10.5,10.5,9.5,8.5,6.5,5.5,5.5,5,6.5,6.5,5.5,3.5,1.5,1.5,1,0.5,0,0,0,0
9.5,9.5,12.5,12,10.5,10.5,9.5,7,5,4.5,4,4.5,5.5,4,1.5,1,1.5,0.5,0,0,0.5,0,0,0
12.5,14.5,14,12.5,10,6.5,6,4,3,3.5,3.5,3.5,2,2,1,1.5,1,0,0,0,0,0,0,0
13.5,15.5,17,17.5,14,8,5.5,3.5,2.5,2.5,1.5,1,1.5,2.5,0.5,0,0,0,0,0,0,1,2,1.5
12,15,16.5,11.5,9,7,5.5,5,4,2,0.5,0,1,0.5,0,0,0.5,0,0,0,0.5,5,5,6
10.5,11,10,5.5,4,3,4.5,4,3,1.5,1.5,0.5,0.5,1.5,1,0.5,1.5,1.5,1.5,1,1.5,5,9.5,9
5,6.5,5,3,2,1.5,4,5.5,3.5,1.5,1,2.5,5.5,5.5,4,13.5,9.5,5.5,2,4,6.5,11,12,15
1,0.5,0,0,0,0.5,1.5,1.5,0.5,0.5,2,6,6.5,7,14,21,17,5,11,18,16.5,22.5,13.5,20
0,0,0,0,0,0,0,0.5,0,0,0.5,2.5,4,6,13.5,27.5,13.5,13,25,35.5,27.5,25,22,28
0,0,0,0,0,0,0,0.5,0.5,0,0.5,2,3,5,17.5,25.5,22.5,27.5,38,43.5,37.5,39.5,38.5,42
0,0,0,0,0,0,0,0,0.5,1,1.5,2,2,6,23.5,32,31.5,39,47.5,44.5,47,47.5,45.5,44.5
0,0,0,0,0,0,0,0,0,0.5,1,1.5,2,6,19.5,39,40.5,42,45,48.5,51,51.5,51,49.5
0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,2,8,37,51,47,47.5,50,49,52,52,53
0,0.5,1,1,1,0.5,0,0,0,0,0,0.5,1,2.5,15,48,48.5,43,47,48.5,47.5,47,47,53
0,0.5,0.5,0.5,1,0.5,0,0,0,0,0,1,0.5,0.5,3,15,42,53,49,46,44,47,49.5,54
0,0.5,1,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,1,2.5,10,29.5,48.5,45.5,40,38.5,43.5,48.5
0.5,0.5,2,1.5,1,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,1,1.5,3.5,15,40,40,37,27.5,30,36.5
1.5,1,2,1,0,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0.5,1,2.5,16.5,34.5,25.5,25,28,35.5
