23.5,15.5,15.5,16,15,20,18.5,18.5,15.5,18.5,22,19,17.5,17.5,17,24.5,40,33.5,33.5,33.5,33,32.5,35,35
20,20,18.5,17,25.5,19,17,17,14.5,17.5,20,18.5,22,22,22.5,29.5,29.5,31,32,32,33.5,32,33,30.5
14.5,14.5,19.5,17,26,26,16.5,13,13,15.5,16.5,18.5,18,28,28.5,28.5,25,23,23.5,26,25.5,27,27,25
19.5,17.5,17.5,18,22,24,17.5,14,19.5,17,17,21,21,20,28,27.5,23,20,20,19,21,24,24,22
15.5,14.5,14.5,14.5,14.5,17,21.5,15.5,18,17,16,25,25,17.5,21.5,21.5,17,17,17,21,25.5,27,27,27
23.5,12,12,12,12,12.5,17,17.5,14,17.5,15,23.5,22.5,17,16,17,17,15,19,25,26.5,27.5,23,18
41,27,27.5,19.5,10.5,12.5,18,19,21.5,17,17,16,16.5,19.5,14.5,14,19,22.5,23.5,19.5,20,19,16,16.5
45.5,45.5,39.5,38,17.5,12.5,12.5,15.5,20.5,15.5,11,17.5,21,21.5,17,22,20.5,22,23,23,24.5,19.5,18.5,19
46,39,39,27,23.5,20.5,11.5,12,8.5,8.5,8.5,16,17,22.5,28,29.5,29,27.5,26,23.5,21,23,23,25
35.5,38.5,34,28,23,23.5,27.5,25,18.5,13,11,12,11.5,26,34,34.5,28,25,23,21,22,27,25,24.5
24,27.5,24,22,23,24,23,22.5,24.5,25.5,21.5,11.5,11,20,24,20.5,16,22.5,21,21.5,22,24,24,23
21,22,22,20,18,20,21,20.5,21.5,22.5,22.5,22,15.5,9,11.5,10,7.5,7,9.5,16,18.5,14,16.5,22.5
22.5,20.5,19,20,20.5,18.5,18,19,20,20,23.5,21.5,19.5,17.5,16.5,5,4.5,6,10.5,12,11,11.5,11.5,19
25,25.5,26,23.5,22.5,25,23,21.5,21,22,22,23,21.5,21,18.5,5,6.5,9.5,8.5,9,10.5,16,19,15
27.5,27.5,28,27.5,29,32,28,27,27,29.5,29,32,31,27.5,11,6,10.5,10,11,11,14.5,16.5,16,16
28,29.5,32,32.5,28.5,30,29.5,30,30,31.5,32,28.5,30.5,22,10.5,8.5,11,11,12,14,16,16.5,15,15
25,23,30.5,30.5,32.5,37,36.5,33.5,36,37.5,37,32,26.5,23.5,13,11,12,12,13.5,15,16,16,15,13
24,21.5,25,27,30,34,39.5,40.5,42.5,43,44,38.5,34,32.5,19.5,12,14,13.5,13,13.5,13,13.5,13,11
36.5,36,37,40.5,41.5,39,40.5,43.5,49,53.5,53.5,57,50,43,34.5,11,15.5,16,13,12.5,12,10.5,8.5,8
30.5,37,38.5,40,41,45.5,46,48,48,54,56.5,62.5,63.5,54.5,32,8.5,14.5,16,17,13.5,11,8.5,8.5,6.5
23,28,34.5,38,44,45.5,47,46,48.5,48,51.5,56,59,66.5,66.5,22,5,6,15,18,16.5,11.5,12.5,11
26,31,35,38.5,42,48.5,51,53.5,53.5,51,51,53,55,58,64,64,31.5,7,4,14,23,18.5,19,14.5
33,33,35,40,42.5,46,46,47.5,48.5,45,46,49.5,54,58.5,57.5,64,68.5,22.5,3.5,3.5,4,29.5,31.5,22
31,35.5,40.5,48.5,53,51,47,44,42.5,44.5,44.5,48,51,57,56.5,60,63.5,58,11,0.5,21,37.5,32.5,22.5
