287.3,286.8,286.8,282.7,284.2,286.8,287.8,287.8,287.3,285.8,285.2,283.7,281.6,281.6,284.2,285.8,288.3,288.8,288.8,291.2,291.7,291.2,292.7,292.7
294.6,294.6,290.7,287.8,291.2,289.3,290.7,290.7,289.3,288.8,286.8,286.3,287.3,287.3,288.3,290.7,289.8,291.7,292.7,292.7,293.6,294.1,294.1,293.6
297.4,297.4,294.1,293.2,289.8,289.8,289.8,290.2,290.2,290.7,290.7,290.7,290.7,292.2,292.7,292.7,294.1,294.1,295,294.1,294.6,294.6,294.6,294.6
299.6,297.8,297.8,288.8,291.7,292.7,294.6,295,295,295.5,295.5,295.5,295.5,295,295.5,295.5,295.5,296,296,296,296.5,296.5,296,295
298.7,300.5,295.5,295.5,296,296,297.8,296.9,297.4,297.4,297.4,297.4,297.4,297.8,298.3,298.3,298.3,298.3,298.3,298.7,298.3,297.8,297.8,297.4
298.3,300.5,301,292.2,292.2,294.1,294.1,298.3,298.7,298.3,298.7,298.7,299.2,298.7,299.2,299.6,299.6,299.6,299.6,299.2,299.2,299.2,299.2,298.7
298.7,300.5,301.9,302.8,295.5,295,297.8,299.2,299.6,300.1,300.1,300.1,300.5,301,301.4,300.5,301,300.5,300.5,300.5,300.1,300.1,299.6,299.6
300.5,300.5,301,301.9,301.9,298.3,293.2,297.8,299.6,300.5,299.6,301,301,301.4,301.4,301.4,301.9,301.4,301,301,301,300.5,300.5,300.5
300.5,301.4,301.9,302.3,302.8,302.3,301.9,300.5,296.5,297.8,297.8,299.6,300.5,301.4,301.9,301.9,301.4,301.4,301.4,301,301,301.4,301,301
301,301,301.9,301.4,301.9,302.3,302.8,301.4,302.8,302.3,297.8,294.1,300.1,301.9,301.4,301.4,301.4,301.4,301.4,301,301.4,301.4,301,301.4
300.5,301.4,301,301,301.4,301,301.4,301.4,301.4,301.4,301,300.5,301,301.4,301.4,302.3,303.2,302.8,301.9,301.9,301.9,301.4,301.4,301.4
299.6,299.6,300.1,300.1,300.5,301,301,301,300.5,300.1,300.1,300.1,300.5,300.1,301,300.5,301.9,300.1,301,301.4,301.4,301,301.4,301.9
298.7,298.3,298.7,298.3,297.8,298.3,297.8,297.8,298.7,298.7,299.6,298.7,299.2,299.2,300.1,297.8,296.5,300.1,302.3,300.1,297.4,298.3,298.7,300.5
297.4,297.4,296.9,296.5,296.9,296.9,297.4,296.9,297.4,297.4,297.4,297.8,297.8,297.4,297.8,293.6,296.9,299.2,299.2,298.3,296.5,298.7,299.6,298.7
296.5,296,296.5,295.5,296,296,295.5,295.5,296,296.9,296.9,296.9,296.5,296.5,294.6,296,299.6,299.2,301,298.3,298.3,300.1,299.6,300.1
296,296,295.5,295,295,295,295,295,295,297.4,294.6,295,294.6,296,291.7,299.2,301,301,301,300.1,299.6,300.1,300.5,300.1
296.9,296.5,296,296,295.5,295,295.5,295,295,295,295,295,294.1,296.9,292.2,299.6,300.1,300.1,301,301,301.4,301.4,300.5,300.5
296.9,296.5,296.9,296.5,296,296,295.5,295.5,295.5,296,294.6,295,294.6,295,290.7,296,301,300.5,301.4,300.1,301,300.5,300.1,299.6
297.4,296.5,296.5,296,296,295.5,296,295.5,295,295,295,294.6,294.6,294.1,294.6,286.8,298.7,300.1,300.5,301,301,299.6,299.6,299.2
297.4,296.5,296.5,296.5,295.5,295.5,295.5,295,294.6,294.6,294.6,294.6,293.6,294.1,293.2,288.3,296,299.6,300.5,300.5,300.1,300.5,300.5,299.6
296.9,296.5,296,295.5,295,295,294.6,294.6,294.6,295,294.1,294.6,294.6,295,294.6,291.2,284.2,289.3,300.1,301.4,299.6,299.2,299.6,296.9
295.5,295.5,295,294.6,294.6,294.1,294.6,293.6,292.7,293.6,293.6,292.7,293.2,293.6,293.2,294.1,293.2,286.8,281.6,296,302.3,300.5,303.2,300.5
295,295,295,294.1,294.1,293.6,293.6,293.2,292.7,292.7,292.2,291.7,291.7,292.7,293.2,293.6,293.2,291.7,281.1,281.1,291.2,302.3,301.9,303.6
294.6,294.6,294.1,293.6,293.6,293.2,292.7,292.7,292.2,291.2,291.2,291.7,291.2,291.2,291.7,292.2,292.7,294.1,281.6,285.8,300.1,302.8,302.8,301.9
