14.5,13,13,16,16.5,18,16,16,16,16,20.5,29,34,34,27.5,20.5,18,15,15,15.5,16,17.5,17,17
5,5,9,13.5,12.5,13.5,15.5,15.5,16,16.5,21,23,23.5,23.5,20.5,16.5,16,16,12.5,12.5,10.5,14.5,17,16.5
2,2,7,12,12.5,12,13.5,13.5,13.5,16.5,18.5,18.5,20.5,17.5,13,13,10,12.5,14,13.5,16,17.5,17.5,15
2.5,6.5,6.5,18,14.5,12.5,13,12.5,10.5,9.5,9.5,9.5,10.5,13.5,13,10,9,13,13,15,15.5,15.5,15.5,14
6,6.5,13,13,17.5,15.5,14,10,9,6,4.5,6,6,8.5,14,11,10,12.5,13.5,14.5,15,13.5,13.5,11.5
4,5.5,7,15.5,15.5,20,19,9.5,6,5.5,3,6.5,11,15,15,15,15,15,15.5,13.5,11,6.5,5,4
7.5,5.5,6,9.5,20,23.5,19.5,8,7.5,9.5,9.5,11.5,15.5,18,16,17,17.5,19,14,9,4,1.5,1.5,2.5
8,8,7.5,9.5,14.5,24,26.5,24.5,17.5,20.5,20,16.5,18.5,18,17.5,19.5,19,18.5,11.5,11.5,6.5,3,4.5,5
16.5,13,12,13.5,14,19,25,27,24.5,27.5,27.5,24.5,20.5,16,18.5,15,12.5,12.5,10.5,8,6,7.5,9,10
19,16.5,17,17,19.5,21.5,23.5,23,23.5,24.5,24,27.5,23,20.5,18.5,14,11.5,10.5,9,8.5,11,13.5,13,14.5
23.5,19.5,19.5,20.5,19.5,20,23,23.5,25.5,20.5,22,25,26.5,22,22.5,19,20.5,15.5,16,14,19,17.5,17.5,18.5
24.5,21.5,21.5,20.5,21.5,21,21,20.5,22,23,23,22.5,24,25,23.5,19.5,21.5,25,30,20,19.5,22,21,22.5
23.5,27,23.5,22.5,23.5,22,18.5,18.5,18.5,18.5,21,21.5,22,23.5,22.5,22,24,35.5,29,26,24,25.5,25.5,23.5
23.5,23.5,20.5,20,22.5,24,23.5,20.5,17.5,20.5,19,19.5,20,20,21,28,36,33,28.5,25.5,27.5,24,22.5,21
15.5,16,14.5,14.5,17.5,19,16,16.5,17.5,20.5,17.5,19,19.5,23,24.5,36.5,34,30.5,27,25.5,25.5,23,19.5,18
10,12,11.5,11.5,10,8,6.5,7,8,8.5,11,11,13.5,18.5,32.5,39.5,31.5,26.5,24,24,21,20,17,17
3.5,4,6,5.5,5.5,7,6.5,5.5,5,5,5,7.5,8,12.5,31,32,26.5,21,22,19.5,17.5,15,12.5,10.5
1.5,1.5,2.5,2.5,3,3.5,4.5,5,5,4.5,5,5.5,7.5,10,22.5,33.5,22,17,19,17.5,13.5,10,8.5,6
2.5,3.5,3,2,2.5,2,2,2.5,4,5,5,4.5,5.5,6.5,9,36,23.5,17,15.5,13,9,7,6,5.5
1,1,1,1,1,1.5,1,1.5,2.5,3,3,3.5,3.5,4,9.5,28,22.5,14,12,10,7.5,6,6,5
0,0,0,0.5,0.5,1,0.5,0.5,1.5,2.5,2.5,1.5,2.5,2.5,2.5,14.5,33,22,22.5,17.5,11,6.5,6,4.5
0,0,0,0.5,1.5,1.5,1.5,0.5,0.5,1.5,1.5,2.5,3,1.5,1.5,3,15,17.5,22.5,21.5,23,19.5,11.5,10.5
0.5,0.5,0.5,1,3,3,4,1.5,0.5,0.5,2,2.5,2,2,4,3,3.5,14.5,17,17,12,12,18.5,18
5,3,1.5,2,4.5,5,2.5,1,0.5,1,1,1,1.5,2,6,6.5,5,5,21.5,13,22,21.5,21,22
