24,25.5,25.5,27,23,22.5,18,18,17,18.5,16,17.5,22,22,20.5,19,17.5,18.5,18.5,18,19,20,22,22
16,16,18.5,16.5,15.5,14.5,16,16,14.5,14,13,15.5,15,15,14.5,12.5,13,13,15.5,15.5,16,16.5,19,20
8.5,8.5,10.5,11,10,8.5,11.5,12.5,12.5,12,10.5,11.5,11.5,11.5,12,12,12,12,15,15.5,16,19,19,19
5.5,7,7,10,10,9.5,11,10,9,8.5,8.5,9.5,10.5,11.5,14,16,16,15.5,15.5,16.5,16.5,18.5,19,18
6,5,9.5,9.5,9,11.5,10.5,9,10,10.5,10.5,11,11,12,12.5,13,13,13.5,14,14,15.5,16,16,14
6,6,5,10,10,13,17,16.5,14,14,11.5,12,13,11,9,10,10,10,9.5,9,9,11,11.5,10.5
8,7,8,11,14,17,21,16.5,12.5,10.5,10.5,10.5,10,9,8.5,8,6.5,4,2.5,2,3.5,4,4,5.5
10,10,10.5,12,12.5,14,18,20.5,13.5,12,12.5,11,10,8.5,7,4.5,8,8,3,3,1,2,1.5,2.5
10,12,13,12,9.5,9.5,15.5,16,20.5,18,18,12.5,13.5,8,6,5,3.5,2.5,3.5,1,1,2,3,5
14.5,15.5,17,12,10.5,11,11,14,15.5,19,17.5,13,10.5,7.5,7,5,4,4.5,5.5,5,5,6,6,5.5
17.5,18.5,17,17.5,15,15,15,17.5,15.5,15,13,17,14.5,13,13,15,19,18.5,16.5,12,10,8,8,7
19.5,21,19,17,18.5,18,18,17,18,19.5,19.5,21.5,22,23,20,24,24.5,33.5,30,21.5,17,16,13,9.5
21.5,21.5,19,18,19.5,19.5,22,22,21.5,23,20,20,19,18,22,24.5,29,34.5,28.5,26.5,23.5,24,17.5,17
14.5,13.5,12.5,12,14,13.5,13,10.5,10.5,9.5,10,12.5,15.5,21,25,31.5,34,34,33.5,27.5,28,22,21.5,26
3.5,3,4.5,5,4,3.5,3,2,1,2,3.5,7.5,13.5,27,29.5,35.5,33,32.5,33,30.5,30,29.5,31.5,31
1.5,1.5,1.5,1.5,2.5,3,2,2,1,1,2.5,6,13,22,36,30,28.5,28,31,29.5,30.5,30.5,31.5,27.5
4,3.5,2.5,3,6,6.5,6,6,6.5,4.5,2.5,5.5,12,20.5,33.5,28.5,28.5,28,27.5,27,28.5,30.5,31,27.5
4,3.5,3,2.5,3.5,4.5,5,4,4.5,3.5,3,3,5.5,14,31.5,25,24.5,25.5,25.5,25,26.5,27,26.5,29
2,1.5,1.5,2,2.5,2,1.5,1.5,3,2,2,0.5,1.5,5.5,17,33,19,24,22,24.5,25,27.5,27,26
1,1.5,1.5,2,2.5,2.5,2.5,2,2,3,2,1.5,1.5,4.5,19.5,26.5,19,19,20,22,22.5,24,24,23.5
1,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,3,3,2.5,2.5,3,3.5,18.5,29,24.5,13.5,15,17,20,20,22.5
2,2,1.5,2,1,0.5,0.5,0,0.5,1.5,1.5,3,4.5,6.5,2,1.5,6.5,20.5,26,15,14.5,17,15,16
2.5,2.5,1.5,1.5,2,1,1.5,0.5,0.5,1,2.5,1.5,3,2.5,2.5,1.5,2.5,9.5,19,19,15.5,13.5,15.5,13.5
5.5,4.5,1.5,2,1.5,2.5,1.5,2.5,2,3,3,3,3.5,3.5,4.5,3,4.5,2,14.5,16.5,14.5,10.5,10,11.5
