23.5,15.5,15.5,15,20,28.5,19,19,17.5,18,16,17.5,18,18,14.5,20,41.5,38,38,34,33.5,24,23,23
18,18,19.5,17,26,28.5,21,21,18,17.5,18,16.5,17.5,17.5,19,27,30.5,28,24,24,30.5,29,27,25
15.5,15.5,22,20.5,28,30,21,18.5,18.5,13,15,16,18,28.5,32.5,32.5,26,30.5,27,26,26,25.5,25.5,25
19,15,15,17,24,27.5,26,19,19.5,19.5,19.5,25,20,19,35.5,29.5,30.5,29.5,29.5,27,24.5,28.5,24.5,22.5
14,12.5,12,12,19,22,27,29.5,24,23,23,23,23,16.5,21,27.5,24.5,26,28.5,26.5,25.5,23,23,23
16.5,11,10,13.5,13.5,15.5,22,29.5,25.5,22,25.5,26,20,18.5,25,28.5,28.5,27,26.5,27.5,25.5,20,19.5,19
25,17,17,16.5,11.5,13,19,26,23.5,14.5,14.5,17,24,25.5,21.5,18.5,26.5,27,25.5,22.5,22,20.5,20,21.5
32.5,32.5,33,35,19,10,8.5,8.5,17.5,13.5,12,24.5,30,29.5,20,24,16.5,20.5,22.5,22.5,25,20,20.5,24
45.5,38.5,35.5,27,20.5,14.5,8.5,10,6,7.5,7.5,16,23,28.5,23,22,19,15,18.5,21,21,27.5,27,30
40,32,28,25,19,15.5,16.5,18.5,22,14.5,9,13.5,17,28.5,27,24.5,20,18.5,23.5,23,24.5,27.5,30,29
24.5,21,23,21,18,17,18.5,19,21,22.5,22,14,14.5,21,23.5,21,15,21,22,23.5,22.5,23.5,23.5,26
27,29.5,28,24,20.5,19.5,18,20.5,22.5,26,26,24.5,14.5,8.5,9,8.5,6.5,5.5,7,11.5,12.5,10,14.5,22.5
29.5,30.5,33,34,34.5,36,33.5,30,32.5,36,38,30,23,21.5,15.5,3.5,4,4,7.5,7,6.5,6.5,6.5,14
28,34.5,40.5,42.5,45.5,48,52,53.5,48,53,51.5,46.5,42.5,37,24.5,4,4.5,9.5,8.5,7,7.5,8,9.5,8.5
12.5,20.5,26.5,31.5,30.5,34.5,39,42,38,34,37,34.5,35.5,41,11.5,4.5,7,8.5,8,7,9,9.5,8,10
15.5,13.5,14,20.5,24,23.5,25,28,21,27.5,39,37.5,37.5,19.5,7.5,5.5,8.5,9,11.5,12,11.5,12.5,13,13
17,21.5,20,22.5,25.5,26,25.5,24,30.5,42.5,52,56,44.5,12.5,12.5,9.5,13,12,13,14,15.5,15,16.5,15
13,21.5,26,26,25.5,28,33.5,38,39,51,64,72,75,32.5,15,11.5,16,15,16,15,15,13.5,14,13.5
17,19.5,29,35,34,36,37,44,50.5,58,58,69,76.5,80.5,44.5,13.5,16,16,15.5,16.5,13.5,11,11,12
25,28.5,26,31,36.5,40,46,47,50.5,58.5,63,70.5,79,79.5,30,13.5,15.5,13,14,17,14.5,12,12,10.5
27.5,31,32,40,42,45.5,48.5,52.5,55,56,57.5,66,69.5,75,70,14.5,5.5,8,14.5,19.5,18.5,14,14,11.5
37.5,37,38.5,36,38,45,44,50,54,50,50,50,58.5,64.5,60,59.5,28.5,11,5.5,12,20,19.5,20.5,19
43,43,40,40,38,38,43.5,44,46.5,49.5,50,53.5,56.5,58,54,63,65,18,1.5,1.5,5.5,21,22,24.5
36,39.5,41,42,39,38,43.5,48,47.5,53,53,56,54.5,52.5,48.5,46,58.5,38.5,11.5,0.5,14,24,24.5,21
