1.5,4.5,4.5,13,18.5,17.5,17.5,17.5,13,11.5,14.5,14,9,9,9,12,16.5,15,15,17,20,22.5,18.5,18.5
1,1,7.5,15.5,18,16,14,14,12.5,13.5,11.5,10.5,7,7,11,14.5,19.5,15.5,18.5,18.5,17,15.5,10,9
1,1,6.5,13,16,11.5,10,14,14,15.5,13.5,11,9.5,14.5,18,18,18,13,18,17.5,15,6.5,6.5,5
1,8,8,23,18,12.5,7.5,11.5,9,10,10,8,8,17.5,17.5,16.5,16,19,19,16,13.5,7.5,4,2
0.5,2.5,17.5,17.5,20.5,12.5,8.5,6.5,7.5,9,9.5,10,10,13.5,21,19,21.5,19,14.5,12.5,6.5,3,3,2.5
0,1,3.5,17,17,17.5,10.5,9,10,10,9.5,11,13,16,18.5,23,23,16.5,13.5,12.5,5.5,1,1.5,1
0,0,2,9.5,25,21.5,18,16.5,16,17,17,20.5,16.5,13,14,18.5,15,9,9,5.5,1.5,1,1.5,1.5
1,1,2.5,8.5,19.5,32.5,37,38,31.5,31,35,19,8,5,6,10.5,12,15,7.5,7.5,3.5,3,5,4
3.5,8.5,11.5,24.5,33,37.5,36.5,37.5,45,40.5,40.5,28.5,12.5,6,2.5,2,1.5,2.5,4.5,3.5,7.5,11.5,10,8
14.5,19.5,20.5,24,35.5,40,38,32.5,29.5,33.5,37,26,24.5,13,6.5,6,5.5,5,6.5,9.5,14.5,18,15,13
34.5,32.5,27,32,37,43,42.5,39.5,35,27.5,24.5,28,42.5,39.5,27.5,19,25,24.5,20,16,22,26,26,20
22.5,22,26,32.5,35.5,38,41,38,35,26.5,26.5,24,38.5,47,49.5,47,46.5,45,39.5,35.5,36,36.5,36.5,25.5
8.5,10,13.5,17.5,18.5,18,22,27.5,24,20.5,18.5,26.5,36.5,37,42.5,52,44.5,36,34.5,45.5,45,43,39.5,32.5
0.5,0.5,1,4,3,3,4,6.5,4.5,3,4,8,13.5,15.5,31,38.5,27,23.5,27,37.5,38.5,34.5,34.5,35
0,0,0,0.5,1,1.5,2,1,0.5,0.5,1.5,3,5,6,15.5,20.5,21,23,24.5,32.5,29.5,31,35,29.5
0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,1.5,2,2.5,5,11,17,20.5,23,21.5,24,25.5,28,26,20
0,0,0,0.5,0.5,0.5,0,0,0,0.5,1,1.5,2.5,4,7.5,12.5,15,18,18.5,19.5,20.5,21.5,17.5,16.5
0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,3,6.5,9.5,11,11,9.5,8.5,9.5,10.5,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,4.5,5.5,4,4,3,3.5,5.5,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,3,2.5,2,1.5,2,3.5,3.5,5.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,2.5,2.5,4,2.5,1.5,2,4,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1.5,3,5,3,3,2.5,2.5,4
0.5,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0,1,1.5,3.5,7,7,5,4,3,3
4,4,4,4,6,6,2.5,0.5,0,0,0,0,0,0,0,0.5,1,2.5,5.5,7,5,4.5,2.5,3
