27.5,28.5,28.5,30,36,40,40,40,43,42,37.5,36.5,35,35,30,26,24,32,32,34,27,28.5,26,26
24,24,28,27.5,37.5,39,35,35,36,32,35,36.5,33,33,31,23.5,24,28,29.5,29.5,23.5,22,18.5,21
17.5,17.5,26,30.5,36,34,27.5,31,31,35,35,32,27.5,21.5,18,18,21,19,17.5,16.5,14,14,14,15
12,16.5,16.5,21.5,25,28,23.5,24.5,22,19.5,19.5,16,13.5,13.5,11.5,11.5,11.5,10,10,10,11,12.5,11,10
7.5,11,17,17,18.5,20,23,20,17,13,12,10,10,9,12,10.5,11.5,12.5,12,11,11.5,11,11,8.5
5.5,9.5,9.5,16.5,16.5,14.5,19.5,15,14,11,10,10,12,10.5,11,11,11,10,8,8.5,8.5,7,5,5
6.5,8,9,10.5,14.5,13,15,15.5,10.5,8.5,8.5,10,10,9.5,8,6.5,5,5,5.5,4,3.5,2.5,1.5,2
8.5,8.5,9.5,10.5,10,14,14.5,16,15.5,11.5,10.5,11.5,9.5,7.5,5,4,6,6.5,3.5,3.5,4,2,1,2
10,11,10,11,11.5,9.5,9.5,11.5,11,18.5,18.5,18,17,7,4,4.5,3.5,3,3.5,2.5,1.5,1.5,3,4
13.5,13,13.5,12.5,12,8.5,4.5,3,3,7,10.5,15.5,16.5,8,4.5,2,2,3,4.5,4.5,3.5,4,5.5,7
15,16.5,14,11,8.5,6.5,4.5,5.5,5,3.5,4,7.5,15.5,6,1,0.5,7,4.5,5.5,6,8.5,13.5,13.5,12.5
15.5,14.5,10,8.5,8,8.5,9,7,5,5,5,7.5,9.5,21,12.5,5.5,7.5,19,23,7.5,12.5,20.5,25,21
12.5,11,11,9.5,11,11.5,14,15,16,15.5,20,24,22,19,17,29,30.5,35,10,15,23.5,29,34,27
3.5,3.5,2.5,1.5,4,9.5,11.5,13.5,17.5,22,24.5,25.5,22.5,31.5,41,36.5,42,19.5,22.5,26.5,31,29.5,30.5,32
0,0,0,0.5,1.5,1.5,2.5,4,3,6.5,8,14,22.5,41,45,40,28.5,22.5,30.5,30.5,31.5,29.5,31.5,31
0,0,0.5,0.5,1,1,2.5,3,3,5,7,13.5,22,35.5,40,35.5,25.5,28.5,28.5,29.5,29.5,29.5,29.5,28
0,0,0.5,0.5,0.5,0.5,1.5,2,2,4,6.5,10,16,28,41,29,26.5,27,25,28.5,25.5,26.5,27,28
0,0.5,0.5,0,0.5,1.5,2,2.5,2,4,6.5,6.5,12,25.5,35.5,32.5,26,24.5,26,26.5,25.5,25.5,27,30.5
1,1.5,0.5,0.5,1,2,1.5,1,2,2.5,2.5,4,9,16.5,24.5,32.5,25.5,25,26,25.5,27.5,28,28,29.5
1.5,2,2.5,2.5,3.5,3,2.5,2,3,4.5,4,7,11,13.5,23.5,27.5,27.5,30,28.5,28.5,30.5,30.5,30.5,30.5
2.5,2.5,1.5,2.5,5,3,4,4,4.5,10,11,11,11.5,8,13,26.5,32,24,28.5,27,29,28,30,28.5
1,2,2.5,2,6,5,4.5,5,8.5,14,14,19,19,16.5,10.5,11,19,29.5,25.5,30,26,28.5,27,27
2,2,4.5,3,2.5,4,5.5,7.5,6.5,12.5,16.5,19.5,22.5,17.5,11,10.5,14,25.5,31.5,31.5,28,22,22,23
3.5,4,6,4,2.5,2,4,4.5,6.5,9,9,12,15,16,18.5,15.5,14.5,11.5,29,30.5,25.5,13,15.5,21
