11,6,6,6,9.5,14,20,20,24,22,19,20.5,20.5,20.5,22,31,44,40.5,40.5,45.5,40.5,39.5,37.5,37.5
9,9,6,5.5,9.5,15.5,21,21,25.5,20,17.5,18.5,21,21,25.5,35,45.5,41,39.5,39.5,38,36,34,36
13,13,7,6,9.5,13,19.5,24,24,21.5,20.5,21,20,32,46.5,46.5,40.5,36.5,35.5,36.5,33.5,30.5,30.5,36
23,11,11,4.5,7,14.5,24,25,27,27.5,27.5,25.5,24,23,41,36.5,34,36.5,36.5,36.5,34.5,30,35,32
19.5,16,8.5,8.5,6,11,25,30.5,28.5,28.5,30,30,30,19.5,28.5,32,31.5,32,33.5,33,31.5,30,30,29.5
23.5,19.5,19.5,10,10,6.5,14.5,32,31,27.5,29.5,38.5,29.5,26,28,34.5,34.5,30.5,31,29,33.5,26.5,27,28
30,27,32.5,23,7.5,7.5,18,33.5,29,17.5,17.5,20,22.5,19.5,17,19,25.5,27.5,25.5,25.5,26,23,25,27.5
32.5,32.5,32.5,20.5,13,12.5,6.5,14.5,26,19,15.5,26.5,23.5,21,16,18.5,16.5,20.5,22.5,22.5,24,20,23,23.5
33.5,27.5,23,23.5,18,13,9.5,14,14.5,16,16,25,22,19.5,20,23,23.5,22,26,25,23.5,24,20.5,22.5
29,28.5,27,24.5,22,19,15.5,16.5,18,15.5,13.5,15,16,21.5,21.5,23.5,22.5,22,27.5,27.5,23.5,25,24,24.5
25.5,30,28.5,26,23,20,19,20,21,23.5,21.5,15,15,19.5,19.5,17.5,15,20.5,24,25,24,24,24,27.5
30,31,30,29,24.5,24.5,25,24,23,22.5,22.5,24,19.5,11,13,11.5,11,8.5,13,19,17,15.5,21.5,27.5
53.5,50,51,50,52.5,49,49,47,42.5,38,36,32,28.5,21,20.5,7,8,10,13.5,13.5,13.5,12.5,13,19
65.5,63,67.5,63.5,72,66.5,66,64,63,61.5,59,56,51.5,42.5,28.5,5.5,10,12.5,12,11.5,10.5,13.5,15.5,14
48.5,43,40,37,50,47,53.5,52,51.5,52,55.5,58.5,58.5,48.5,12,7.5,11,9,9.5,9.5,13,13.5,12,14
32,30.5,34,31,36.5,35,35.5,28.5,27,36.5,47,45,45,25,9.5,9.5,10,9.5,8.5,10,10,8,8.5,12.5
39,40.5,39,40,41,41.5,45.5,47,50,57,55,47,37,15.5,8,9.5,9.5,8.5,8,8.5,8,6.5,8,9
28.5,36.5,43,46,46,49,51,54,58.5,66,70.5,66,57.5,32.5,12.5,8.5,11.5,9.5,9.5,8.5,8.5,7.5,7,7
32.5,38.5,43.5,47,50,51.5,58,63,69,76,76,77.5,73.5,64,29,8,11,10.5,11,10,10,9,8,6
33,37,44,50,53.5,58.5,62.5,70.5,71,73,74.5,75.5,76,66.5,24.5,7.5,9.5,11.5,12.5,11,11,8.5,8.5,9
44.5,47.5,50.5,56.5,61,65.5,69,69,69,67.5,68.5,64.5,70,70.5,50,12.5,8,7,11,13,13,12.5,13.5,13.5
57,58.5,57.5,59.5,60.5,62.5,60,59.5,59.5,65,65,62.5,64.5,66.5,66,49.5,26.5,11.5,11,10.5,14,15.5,14,15
52,52,55,58.5,58.5,58,55,55,59.5,61.5,62.5,61.5,58.5,52,51.5,56,54,22,9.5,9.5,11,15.5,17.5,15.5
40,44,47.5,51.5,53,55.5,57.5,57.5,61,67.5,67.5,64,59,58.5,55,48,51,41,11,8,17,20,13.5,13
