7,15.5,15.5,19.5,19,14,11,11,12,15,14.5,15,18.5,18.5,16.5,14.5,17,17.5,17.5,25.5,25.5,21,19,19
5.5,5.5,18.5,20.5,15,12,11,11,11,15,17.5,15.5,15.5,15.5,16,18,18,19.5,22,22,21.5,18,15,13
6.5,6.5,16.5,20,16,12,9,11.5,11.5,16.5,18,14,14.5,15,15,15,18.5,22.5,23.5,19,12.5,10,10,6
5.5,10.5,10.5,24,19.5,14.5,8.5,10.5,11.5,11.5,11.5,10,9.5,15.5,14.5,15,19.5,22,22,15,11.5,9.5,5,3
3,6.5,17.5,17.5,21.5,16.5,11,9.5,12.5,11.5,10,12.5,12.5,12,15,16.5,19,17,16.5,12,9.5,5,5,3.5
3,5,7,20,20,23.5,19,11,12.5,13,12,15,14.5,15,17.5,18,18,16.5,12.5,11,8.5,4.5,4,4
1,3.5,8,14,21.5,23.5,21,17.5,16,17.5,17.5,16.5,17,16,14.5,15,12.5,12,9.5,8,5,4,5.5,5.5
4.5,4.5,8.5,14,19,24,27,27,21,21.5,23,20,15,9,9,11.5,13.5,14,9.5,9.5,7,6,8.5,9.5
9,14.5,19,19.5,15.5,17.5,21.5,22.5,22,24.5,24.5,24,20.5,12,6.5,6,5,4.5,6.5,7,9.5,15,18.5,20.5
19.5,20,21.5,19.5,16,15.5,17,18.5,19.5,23,23,27,24,16.5,12.5,7.5,6.5,7.5,9.5,14,18.5,22.5,23,20.5
26,22,20,21,19.5,18.5,18.5,19,19.5,21.5,21.5,24,22.5,23,22.5,17,21,20.5,21.5,21.5,24,22,22,22.5
21,20,23.5,25.5,23,23.5,22,23,21,20.5,20.5,22.5,22,23.5,23.5,23,21,24,31.5,27.5,24.5,25,24.5,25
19,20,20.5,22,20.5,22.5,24,24,22,19,17.5,22.5,23.5,23,24,21.5,27,40,35.5,28,26,27.5,28.5,26.5
9.5,8.5,12,12,10.5,11.5,12.5,13.5,11.5,10.5,12.5,17.5,19.5,25,26.5,29,47,42.5,38,32.5,31.5,31.5,28.5,25.5
0.5,1,2.5,3,4,3.5,4.5,4.5,5.5,5,6.5,8.5,14,18.5,23.5,44,50,43,40.5,37,36,32.5,31,26.5
0,0.5,1,1.5,2,2.5,2.5,1.5,3,3,4,6,10.5,16.5,29,51.5,46,40.5,37,35.5,34,31.5,31.5,29.5
0.5,0.5,0.5,1,2,1.5,0.5,0.5,1.5,2,3,4.5,7,12.5,29.5,42.5,41,36.5,32,30,30.5,28,23.5,18.5
0,0.5,0.5,0,0.5,1,0,0,1,0.5,1,3,3.5,6,18.5,36,25,24.5,24.5,23,22.5,18.5,16.5,14
0,1,0.5,0.5,1,0,0,0.5,1,0.5,0.5,0.5,2,3.5,6.5,29,23,15,15,14.5,13,13,11,10
1,1,1,1,1,1,1,2,2,3,1,1.5,3,8,6,28.5,21.5,15.5,13.5,8,8,7.5,7.5,8.5
2,2,2.5,2,2.5,5.5,4.5,5,6,9,9.5,9,13,11.5,10.5,13.5,28,24,20.5,12,8,7,8,6
2,3,2,2.5,4.5,6.5,5,4.5,9,15.5,15.5,21,20,18,27,18,24.5,22.5,27.5,26,24,14.5,7.5,7
4,4,5,5.5,4.5,6,5.5,6.5,7,13.5,15,17,18,18.5,24.5,18,21,18,20.5,20.5,16,21.5,25,14.5
7.5,8,10,13,11,7.5,8.5,8.5,13.5,12.5,12.5,10.5,13,14.5,18,25,18.5,25,21.5,13.5,28.5,27,27,19
